Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Admin - Manage Modules,Chrome 81.0.4044.138,,,2020-05-19 15:14:56,2020-05-19 15:18:33,"3m - 37,006s",FAILED
,,,,,,,
Test Cases/Rizka/Admin - Manage Modules,Chrome 81.0.4044.138,,,2020-05-19 15:14:57,2020-05-19 15:16:17,"1m - 20,298s",PASSED
"openBrowser("""")",Chrome 81.0.4044.138,,,2020-05-19 15:14:59,2020-05-19 15:15:11,"12,453s",PASSED
"navigateToUrl(""https://appsrv1.deltadatamandiri.com/ACC_LMS_WEB/#/admNLmn"")",Chrome 81.0.4044.138,,,2020-05-19 15:15:11,2020-05-19 15:15:29,"17,785s",PASSED
delay(5),Chrome 81.0.4044.138,,,2020-05-19 15:15:29,2020-05-19 15:15:34,"5,073s",PASSED
"click(findTestObject(""Rizka/Admin - Login/btnLogin""))",Chrome 81.0.4044.138,,,2020-05-19 15:15:34,2020-05-19 15:15:35,"0,821s",PASSED
"setText(findTestObject(""Rizka/Admin - Login/txtUsername""), ""11666"")",Chrome 81.0.4044.138,,,2020-05-19 15:15:35,2020-05-19 15:15:36,"1,062s",PASSED
"setText(findTestObject(""Rizka/Admin - Login/txtPassword""), ""Password3"")",Chrome 81.0.4044.138,,,2020-05-19 15:15:36,2020-05-19 15:15:37,"1,085s",PASSED
"click(findTestObject(""Rizka/Admin - Login/btnEyePass""))",Chrome 81.0.4044.138,,,2020-05-19 15:15:37,2020-05-19 15:15:38,"0,761s",PASSED
"click(findTestObject(""Rizka/Admin - Login/checkboxRememberMe""))",Chrome 81.0.4044.138,,,2020-05-19 15:15:38,2020-05-19 15:15:39,"0,878s",PASSED
"click(findTestObject(""Rizka/Admin - Login/btnLogin2""))",Chrome 81.0.4044.138,,,2020-05-19 15:15:39,2020-05-19 15:15:39,"0,814s",PASSED
delay(20),Chrome 81.0.4044.138,,,2020-05-19 15:15:39,2020-05-19 15:15:59,"20,006s",PASSED
"click(findTestObject(""Rizka/Admin - Manage Modules/btnManageModules""))",Chrome 81.0.4044.138,,,2020-05-19 15:15:59,2020-05-19 15:16:00,"0,783s",PASSED
delay(5),Chrome 81.0.4044.138,,,2020-05-19 15:16:00,2020-05-19 15:16:05,"5,006s",PASSED
"setText(findTestObject(""Rizka/Admin - Manage Modules/inputSearch""), namaModul)",Chrome 81.0.4044.138,,,2020-05-19 15:16:05,2020-05-19 15:16:11,"5,546s",PASSED
"click(findTestObject(""Rizka/Admin - Manage Modules/btnSearch""))",Chrome 81.0.4044.138,,,2020-05-19 15:16:11,2020-05-19 15:16:11,"0,720s",PASSED
delay(5),Chrome 81.0.4044.138,,,2020-05-19 15:16:11,2020-05-19 15:16:16,"5,006s",PASSED
"if (condition == ""passed"")",Chrome 81.0.4044.138,,,2020-05-19 15:16:16,2020-05-19 15:16:17,"0,805s",PASSED
,,,,,,,
Test Cases/Rizka/Admin - Manage Modules,Chrome 81.0.4044.138,,,2020-05-19 15:16:17,2020-05-19 15:17:29,"1m - 11,686s",PASSED
"openBrowser("""")",Chrome 81.0.4044.138,,,2020-05-19 15:16:17,2020-05-19 15:16:23,"5,290s",PASSED
"navigateToUrl(""https://appsrv1.deltadatamandiri.com/ACC_LMS_WEB/#/admNLmn"")",Chrome 81.0.4044.138,,,2020-05-19 15:16:23,2020-05-19 15:16:40,"17,766s",PASSED
delay(5),Chrome 81.0.4044.138,,,2020-05-19 15:16:40,2020-05-19 15:16:45,"5,008s",PASSED
"click(findTestObject(""Rizka/Admin - Login/btnLogin""))",Chrome 81.0.4044.138,,,2020-05-19 15:16:45,2020-05-19 15:16:47,"1,295s",PASSED
"setText(findTestObject(""Rizka/Admin - Login/txtUsername""), ""11666"")",Chrome 81.0.4044.138,,,2020-05-19 15:16:47,2020-05-19 15:16:48,"1,174s",PASSED
"setText(findTestObject(""Rizka/Admin - Login/txtPassword""), ""Password3"")",Chrome 81.0.4044.138,,,2020-05-19 15:16:48,2020-05-19 15:16:49,"0,853s",PASSED
"click(findTestObject(""Rizka/Admin - Login/btnEyePass""))",Chrome 81.0.4044.138,,,2020-05-19 15:16:49,2020-05-19 15:16:49,"0,539s",PASSED
"click(findTestObject(""Rizka/Admin - Login/checkboxRememberMe""))",Chrome 81.0.4044.138,,,2020-05-19 15:16:49,2020-05-19 15:16:50,"0,527s",PASSED
"click(findTestObject(""Rizka/Admin - Login/btnLogin2""))",Chrome 81.0.4044.138,,,2020-05-19 15:16:50,2020-05-19 15:16:51,"0,681s",PASSED
delay(20),Chrome 81.0.4044.138,,,2020-05-19 15:16:51,2020-05-19 15:17:11,"20,008s",PASSED
"click(findTestObject(""Rizka/Admin - Manage Modules/btnManageModules""))",Chrome 81.0.4044.138,,,2020-05-19 15:17:11,2020-05-19 15:17:12,"1,835s",PASSED
delay(5),Chrome 81.0.4044.138,,,2020-05-19 15:17:12,2020-05-19 15:17:17,"5,004s",PASSED
"setText(findTestObject(""Rizka/Admin - Manage Modules/inputSearch""), namaModul)",Chrome 81.0.4044.138,,,2020-05-19 15:17:17,2020-05-19 15:17:23,"5,436s",PASSED
"click(findTestObject(""Rizka/Admin - Manage Modules/btnSearch""))",Chrome 81.0.4044.138,,,2020-05-19 15:17:23,2020-05-19 15:17:23,"0,627s",PASSED
delay(5),Chrome 81.0.4044.138,,,2020-05-19 15:17:23,2020-05-19 15:17:28,"5,005s",PASSED
"if (condition == ""passed"")",Chrome 81.0.4044.138,,,2020-05-19 15:17:28,2020-05-19 15:17:29,"0,566s",PASSED
,,,,,,,
Test Cases/Rizka/Admin - Manage Modules,Chrome 81.0.4044.138,,,2020-05-19 15:17:29,2020-05-19 15:18:33,"1m - 3,595s",FAILED
"openBrowser("""")",Chrome 81.0.4044.138,,,2020-05-19 15:17:29,2020-05-19 15:17:34,"4,930s",PASSED
"navigateToUrl(""https://appsrv1.deltadatamandiri.com/ACC_LMS_WEB/#/admNLmn"")",Chrome 81.0.4044.138,,,2020-05-19 15:17:34,2020-05-19 15:17:51,"17,278s",PASSED
delay(5),Chrome 81.0.4044.138,,,2020-05-19 15:17:51,2020-05-19 15:17:56,"5,006s",PASSED
"click(findTestObject(""Rizka/Admin - Login/btnLogin""))",Chrome 81.0.4044.138,,,2020-05-19 15:17:56,2020-05-19 15:18:29,"32,770s",PASSED
"setText(findTestObject(""Rizka/Admin - Login/txtUsername""), ""11666"")",Chrome 81.0.4044.138,,,2020-05-19 15:18:29,2020-05-19 15:18:33,"3,554s",FAILED
