Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
User - Ganti Password,Chrome 83.0.4103.97,,,2020-06-15 14:47:59,2020-06-15 14:55:23,"7m - 24,575s",FAILED
,,,,,,,
Test Cases/Denna/User - Ganti Password,Chrome 83.0.4103.97,,,2020-06-15 14:48:00,2020-06-15 14:49:26,"1m - 26,361s",PASSED
"callTestCase(findTestCase(""Denna/Login(User)""), [:], STOP_ON_FAILURE)",Chrome 83.0.4103.97,,,2020-06-15 14:48:01,2020-06-15 14:48:58,"56,996s",PASSED
delay(10),Chrome 83.0.4103.97,,,2020-06-15 14:48:58,2020-06-15 14:49:08,"10,008s",PASSED
"click(findTestObject(""Denna/User - Ganti Password/btnProfile_v2""))",Chrome 83.0.4103.97,,,2020-06-15 14:49:08,2020-06-15 14:49:13,"5,117s",PASSED
"click(findTestObject(""Denna/User - Ganti Password/btnGantiPassword_v3""))",Chrome 83.0.4103.97,,,2020-06-15 14:49:13,2020-06-15 14:49:16,"2,536s",PASSED
"setText(findTestObject(""Denna/User - Ganti Password/fieldCurrentPass_v2""), currentPassword)",Chrome 83.0.4103.97,,,2020-06-15 14:49:16,2020-06-15 14:49:21,"5,553s",PASSED
"setText(findTestObject(""Denna/User - Ganti Password/fieldNewPass_v2""), newPassword)",Chrome 83.0.4103.97,,,2020-06-15 14:49:21,2020-06-15 14:49:22,"0,562s",PASSED
"setText(findTestObject(""Denna/User - Ganti Password/fieldConfirmNewPass_v2""), confirmPassword)",Chrome 83.0.4103.97,,,2020-06-15 14:49:22,2020-06-15 14:49:23,"0,628s",PASSED
"click(findTestObject(""Denna/User - Ganti Password/btnSubmit_v2""))",Chrome 83.0.4103.97,,,2020-06-15 14:49:23,2020-06-15 14:49:23,"0,581s",PASSED
switch (kondisi),Chrome 83.0.4103.97,,,2020-06-15 14:49:23,2020-06-15 14:49:24,"0,605s",PASSED
closeBrowser(),Chrome 83.0.4103.97,,,2020-06-15 14:49:24,2020-06-15 14:49:26,"2,378s",PASSED
,,,,,,,
Test Cases/Denna/User - Ganti Password,Chrome 83.0.4103.97,,,2020-06-15 14:49:26,2020-06-15 14:51:15,"1m - 49,099s",FAILED
"callTestCase(findTestCase(""Denna/Login(User)""), [:], STOP_ON_FAILURE)",Chrome 83.0.4103.97,,,2020-06-15 14:49:27,2020-06-15 14:50:52,"1m - 25,360s",PASSED
delay(10),Chrome 83.0.4103.97,,,2020-06-15 14:50:52,2020-06-15 14:51:02,"10,005s",PASSED
